id;eventId;classTxt;distance;climbing;controls
78175;3593;D65B;2.27;0;12
78176;3593;D70B;2.00;0;10
78177;3593;D75B;1.89;0;9
78198;3593;H10L;3.75;0;9
78197;3593;H10C;2.02;0;7
78178;3593;H12C;2.43;0;9
78179;3593;H14B;2.76;0;14
78180;3593;H16B;2.87;0;15
78181;3593;H18B;3.23;0;16
78182;3593;H20B;3.47;0;16
78183;3593;H21A;5.08;0;22
78184;3593;H21B;4.45;0;22
78185;3593;H21C;4.06;0;18
78186;3593;H35B;4.17;0;19
78187;3593;H40B;3.82;0;17
78188;3593;H45B;3.61;0;16
78189;3593;H50B;3.20;0;16
78190;3593;H55B;2.96;0;14
78191;3593;H60B;2.70;0;14
78192;3593;H65B;2.54;0;12
78193;3593;H70B;2.26;0;12
78194;3593;H75B;2.22;0;10
78199;3593;H80B;2.01;0;10
78202;3593;HDR;3.75;0;9
78200;3593;P;2.40;0;11
78201;3593;T;4.37;0;20
82921;3489;D14B;2.20;80;11
82922;3489;D16A;2.90;130;14
82923;3489;D16B;2.50;115;12
82924;3489;D18A;3.40;140;16
82925;3489;D18B;3.00;155;15
82926;3489;D20A;3.60;175;18
82927;3489;D20B;3.30;140;16
82931;3489;D21E;4.80;260;22
82928;3489;D21A;4.20;230;18
82929;3489;D21B;3.80;205;18
82932;3489;D35B;3.40;175;14
82933;3489;D40B;3.60;180;16
82934;3489;D45B;3.30;125;15
82935;3489;D50B;3.00;120;15
82936;3489;D55B;2.60;125;15
82937;3489;D60B;2.60;125;15
82938;3489;D65B;2.20;115;14
82939;3489;D70B;2.20;115;14
82940;3489;D75B;0.00;0;0
82942;3489;H14B;2.40;95;12
82943;3489;H16A;3.30;135;15
82944;3489;H16B;2.80;130;14
82945;3489;H18A;3.60;185;15
82946;3489;H18B;3.30;130;16
82947;3489;H20A;3.90;180;18
82948;3489;H20B;3.70;180;14
82952;3489;H21E;5.70;320;25
82949;3489;H21A;5.00;310;21
82950;3489;H21B;4.50;290;20
82953;3489;H35B;4.00;235;18
82954;3489;H40B;3.80;195;17
82955;3489;H45B;3.80;190;19
82956;3489;H50B;3.70;190;18
82957;3489;H55B;3.50;190;17
82958;3489;H60B;3.20;150;16
82959;3489;H65B;2.70;100;14
82960;3489;H70B;2.70;100;14
82961;3489;H75B;2.30;100;14
82962;3489;H80B;0.00;0;0
82965;3489;P;2.80;100;12
82963;3489;T3;3.20;160;16
82964;3489;T5;4.70;275;23
83448;3491;D12;1.30;23;14
83449;3491;D14;1.50;31;14
83450;3491;D16A;1.70;30;17
83451;3491;D18A;1.90;30;21
83452;3491;D20A;1.90;30;21
83455;3491;D21E;2.10;52;22
83453;3491;D21A;1.70;39;17
83454;3491;D21C;1.60;17;14
83456;3491;D35;1.80;32;18
83457;3491;D45;1.80;29;16
83458;3491;D55;1.50;39;14
83459;3491;D65;1.20;21;13
83460;3491;H12;1.30;24;14
83461;3491;H14;1.60;29;16
83462;3491;H16A;2.00;46;18
83463;3491;H18A;2.10;44;18
83464;3491;H20A;2.10;44;18
83467;3491;H21E;2.40;48;22
83465;3491;H21A;2.20;39;20
83466;3491;H21C;2.00;39;17
83468;3491;H35;2.20;52;20
83469;3491;H45;1.90;34;17
83470;3491;H55;1.60;27;18
83471;3491;H65;1.30;21;12
83472;3491;P;1.10;26;11
83473;3491;T;2.00;31;16
84511;3808;D10N;2.70;35;6
84512;3808;D10;1.90;65;8
84513;3808;D12;2.20;65;7
84514;3808;D14;1.90;120;8
84515;3808;D16;3.40;90;12
84516;3808;D18;4.40;180;13
84517;3808;D21C;5.60;210;16
84518;3808;D21D;3.90;135;13
84519;3808;D35;4.20;120;14
84520;3808;D45;3.50;110;14
84521;3808;D55;3.00;90;12
84522;3808;H10;2.30;65;9
84523;3808;H10N;2.70;35;6
84524;3808;H12;2.70;65;8
84525;3808;H14;3.60;145;10
84526;3808;H16;4.40;195;13
84527;3808;H18;0.00;0;0
84528;3808;H21C;9.20;375;24
84529;3808;H21D;5.10;150;14
84530;3808;H35;5.90;245;16
84531;3808;H45;5.60;210;16
84532;3808;H55;3.60;110;11
84533;3808;H65;3.00;90;12
84534;3808;HDR;2.70;30;5
84535;3808;P;3.00;55;11
82103;3809;D10;1.60;20;8
82104;3809;D12;2.20;25;7
82105;3809;D14;2.90;50;9
82106;3809;D16;3.60;90;11
82107;3809;D18;4.80;155;13
82108;3809;D21;6.70;225;19
82109;3809;D35;5.60;160;16
82110;3809;D45;4.80;155;13
82111;3809;D55;3.20;75;10
82112;3809;D65;2.90;50;9
82113;3809;H10;1.60;20;8
82114;3809;H12;3.20;75;10
82115;3809;H14;3.60;90;11
82116;3809;H16;4.80;155;13
82117;3809;H18;6.70;225;19
82118;3809;H21;7.50;270;20
82119;3809;H35;6.70;225;19
82120;3809;H45;5.60;160;16
82121;3809;H55;4.80;155;13
82122;3809;H65;3.60;90;11
82123;3809;HDR;2.30;20;6
82124;3809;Linie;2.30;20;6
82125;3809;P;2.20;25;7
82394;3810;D10C;1.70;70;6
82395;3810;D12C;1.90;65;9
82396;3810;D14C;2.20;40;12
82397;3810;D16C;0.00;0;0
82398;3810;D18C;2.80;95;12
82399;3810;D21C;3.60;95;17
82400;3810;D35C;3.00;115;13
82401;3810;D45C;2.70;95;14
82402;3810;D55C;2.50;100;13
82403;3810;H10C;1.70;70;6
82404;3810;H12C;2.10;70;9
82405;3810;H14C;2.50;60;10
82406;3810;H16C;2.90;115;15
82407;3810;H18C;3.20;95;16
82408;3810;H21C;4.10;115;21
82409;3810;H35C;3.30;90;17
82410;3810;H45C;3.30;85;15
82411;3810;H55C;2.80;90;15
82412;3810;H65C;2.60;105;14
82413;3810;HD10N;1.70;110;5
82414;3810;HDR;1.70;110;5
82415;3810;P;1.90;60;9
82416;3810;T;2.50;95;13
83347;3811;D10;1.70;20;7
83346;3811;D12;2.40;30;7
83348;3811;D14;2.70;45;10
83349;3811;D16;3.40;90;11
83350;3811;D18;3.90;90;13
83351;3811;D21;5.30;105;19
83352;3811;D35;5.30;95;16
83353;3811;D45;3.90;90;13
83354;3811;D55;2.70;45;10
83355;3811;D65;2.70;45;10
83356;3811;H10;1.70;20;7
83357;3811;H12;2.40;30;7
83358;3811;H14;3.40;90;11
83359;3811;H16;3.90;90;13
83360;3811;H18;5.30;105;19
83361;3811;H21;6.80;130;19
83362;3811;H35;5.30;105;19
83363;3811;H45;5.30;95;16
83364;3811;H55;3.90;90;13
83365;3811;H65;3.40;90;11
83366;3811;HDR;1.40;20;6
83367;3811;Linie;1.40;20;6
83368;3811;P;2.40;30;7
83756;3812;D10;1.70;0;8
83757;3812;D10N;1.70;0;8
83758;3812;D12;1.90;0;7
83759;3812;D14;2.50;0;9
83760;3812;D16;3.10;0;11
83761;3812;D18;3.10;0;11
83763;3812;D21;4.10;0;17
83764;3812;D35;3.60;0;14
83765;3812;D45;3.10;0;15
83766;3812;D55;2.10;0;0
83767;3812;D65;1.60;0;10
83768;3812;H10;1.70;0;8
83769;3812;H10N;1.70;0;8
83770;3812;H12;1.90;0;7
83771;3812;H14;2.50;0;9
83772;3812;H16;3.10;0;11
83773;3812;H18;3.10;0;15
83775;3812;H21;4.50;0;24
83776;3812;H35;4.10;0;17
83777;3812;H45;3.60;0;14
83778;3812;H55;3.10;0;15
83779;3812;H65;2.10;0;11
83780;3812;HDR;1.70;0;8
83781;3812;P;3.00;0;12
81036;3813;D10;2.30;60;8
81037;3813;D10L;2.30;95;9
81038;3813;D12;2.30;75;9
81039;3813;D14;2.60;100;9
81040;3813;D16;3.80;150;10
81041;3813;D18;5.20;220;14
81042;3813;D20;5.20;220;14
81043;3813;D21K;4.80;175;13
81044;3813;D21L;6.40;230;15
81045;3813;D35;5.10;200;14
81046;3813;D40;4.20;170;12
81047;3813;D45;3.80;150;12
81048;3813;D50;3.40;125;9
81049;3813;D55;3.30;100;9
81050;3813;D60;2.40;80;7
81051;3813;D65;2.40;80;7
81052;3813;D70;2.40;60;7
81053;3813;H10;2.30;60;8
81054;3813;H10L;2.30;95;9
81055;3813;H12;2.60;100;9
81056;3813;H14;3.80;150;10
81057;3813;H16;5.20;220;14
81058;3813;H18;6.60;280;18
81059;3813;H20;6.60;280;18
81060;3813;H21K;6.40;230;15
81061;3813;H21L;8.10;345;19
81062;3813;H35;6.60;280;18
81063;3813;H40;5.80;260;15
81064;3813;H45;5.60;220;14
81065;3813;H50;5.10;200;14
81066;3813;H55;4.50;190;12
81067;3813;H60;4.10;160;12
81068;3813;H65;3.40;125;9
81069;3813;H70;3.30;100;9
81070;3813;HDR;2.30;95;9
81071;3813;P2;2.60;100;9
81072;3813;T4;3.90;150;10
78714;3814;D10N;3.50;0;8
78715;3814;D10C;2.20;0;7
78716;3814;D12C;3.10;0;8
78717;3814;D12D;2.10;0;8
78718;3814;D14C;3.60;0;10
78719;3814;D14D;2.60;0;8
78720;3814;D16C;4.60;0;10
78721;3814;D18C;5.70;0;13
78722;3814;D20C;6.70;0;12
78723;3814;D21C;7.10;0;16
78724;3814;D21D;5.20;0;14
78725;3814;D35C;5.70;0;13
78726;3814;D35D;4.10;0;11
78727;3814;D40C;5.70;0;13
78728;3814;D45C;4.50;0;11
78729;3814;D45D;3.60;0;10
78730;3814;D50C;4.50;0;11
78731;3814;D55C;3.40;0;12
78732;3814;D60C;3.40;0;12
78733;3814;D65C;2.90;0;11
78734;3814;D70C;0.00;0;0
78735;3814;H10N;3.50;0;8
78736;3814;H10C;2.20;0;7
78737;3814;H12C;3.20;0;8
78738;3814;H12D;2.60;0;9
78739;3814;H14C;4.80;0;11
78740;3814;H14D;3.60;0;9
78741;3814;H16C;6.70;0;12
78742;3814;H18C;7.60;0;14
78743;3814;H20C;8.30;0;15
78744;3814;H21C;10.90;0;18
78745;3814;H21D;7.60;0;14
78746;3814;H35C;8.30;0;15
78747;3814;H35D;5.40;0;13
78748;3814;H40C;8.30;0;15
78749;3814;H45C;6.50;0;12
78750;3814;H45D;4.90;0;12
78751;3814;H50C;6.50;0;12
78752;3814;H55C;5.10;0;13
78753;3814;H55D;4.50;0;11
78754;3814;H60C;5.10;0;13
78755;3814;H65C;4.00;0;10
78756;3814;H70C;4.00;0;10
78757;3814;HDR;3.50;0;7
78758;3814;P;2.70;0;10
78759;3814;T;4.70;0;11
84645;3815;D10C;1.89;0;9
84646;3815;D12C;2.73;0;10
84647;3815;D14C;3.21;0;12
84648;3815;D16C;3.79;0;13
84649;3815;D18C;5.22;0;12
84650;3815;D21C;6.56;0;18
84651;3815;D35C;5.22;0;12
84652;3815;D45C;4.41;0;14
84653;3815;D55C;3.94;0;13
84654;3815;H10C;1.89;0;9
84655;3815;H12C;3.00;0;11
84656;3815;H14C;3.79;0;13
84657;3815;H16C;5.22;0;12
84658;3815;H18C;6.91;0;15
84659;3815;H21C;9.67;0;27
84660;3815;H35C;7.58;0;21
84661;3815;H45C;6.30;0;17
84662;3815;H55C;4.77;0;13
84663;3815;H65C;3.94;0;13
84664;3815;HD10N;1.76;0;8
84667;3815;HDR;2.21;0;9
84666;3815;P;3.00;0;11
84665;3815;T;3.79;0;13
82690;3816;D10;2.68;50;7
82691;3816;D10L;1.62;50;6
82692;3816;D12;2.88;60;9
82693;3816;D14;3.74;60;9
82694;3816;D16;4.51;100;8
82695;3816;D18;6.07;120;10
84885;3816;D20;6.08;150;0
82696;3816;D21K;6.08;150;11
82697;3816;D21L;8.41;215;18
82698;3816;D35K;4.55;100;9
82699;3816;D35L;6.93;150;16
82700;3816;D45K;3.73;75;7
82701;3816;D45L;5.33;125;11
82702;3816;D55;4.66;110;10
82703;3816;D65;3.55;70;9
82704;3816;D75;0.00;0;0
82705;3816;H10;2.68;50;7
82706;3816;H10L;1.62;50;6
82707;3816;H12;2.98;60;9
82708;3816;H14;4.69;110;10
82709;3816;H16;6.27;160;12
82710;3816;H18;7.76;200;14
84886;3816;H20;8.96;225;17
82711;3816;H21K;7.18;150;16
82712;3816;H21L;11.33;360;25
82713;3816;H35K;6.85;200;14
82714;3816;H35L;9.27;230;18
82715;3816;H45K;5.90;150;14
82716;3816;H45L;8.32;225;14
82717;3816;H55;6.49;150;11
82718;3816;H65;4.66;110;10
82719;3816;H75;3.70;60;9
82725;3816;HDR;1.62;50;6
82730;3816;MA;7.76;200;14
82731;3816;MB;6.27;160;12
82726;3816;N1;2.70;50;9
82727;3816;N2;4.22;125;10
82721;3816;P2;2.70;50;9
82723;3816;P5;4.22;125;10
82722;3816;T3;3.45;60;9
82724;3816;T6;6.74;140;14
82728;3816;ZA;4.51;100;8
82729;3816;ZB;3.74;60;9
83298;3817;D10;1.60;0;5
83299;3817;D12;1.80;0;7
83300;3817;D14;2.30;0;9
83301;3817;D16;3.00;0;12
83302;3817;D18;4.30;0;16
83303;3817;D21;4.70;0;16
83304;3817;D35;4.30;0;16
83305;3817;D45;3.00;0;11
83306;3817;D55;2.70;0;9
83307;3817;D65;2.30;0;9
83308;3817;H10;1.60;0;5
83309;3817;H12;1.80;0;7
83310;3817;H14;3.00;0;12
83311;3817;H16;4.10;0;14
83312;3817;H18;5.10;0;17
83313;3817;H21;5.80;0;18
83314;3817;H35;5.10;0;17
83315;3817;H45;4.70;0;16
83316;3817;H55;3.00;0;11
83317;3817;H65;2.70;0;9
84880;3817;HD10L;2.40;0;5
83318;3817;HDR;2.40;0;5
83319;3817;P;2.20;0;9
83320;3817;T;4.10;0;14
83378;3818;D10;1.70;0;7
83379;3818;D10N;1.70;0;7
83380;3818;D12;2.10;0;8
83381;3818;D14;2.40;0;10
83382;3818;D16;2.80;0;13
83383;3818;D18;3.10;0;16
83384;3818;D21C;4.00;0;20
83385;3818;D21D;3.20;0;16
83386;3818;D35;3.70;0;15
83387;3818;D45;3.20;0;16
83388;3818;D55;2.90;0;12
83389;3818;D65;2.00;0;11
83390;3818;H10;1.70;0;7
83391;3818;H10N;1.70;0;7
83392;3818;H12;2.40;0;10
83393;3818;H14;2.80;0;13
83394;3818;H16;3.10;0;16
83395;3818;H18;3.70;0;15
83396;3818;H21C;4.70;0;21
83397;3818;H21D;3.70;0;15
83398;3818;H35;4.20;0;19
83399;3818;H45;4.00;0;20
83400;3818;H55;3.20;0;16
83401;3818;H65;2.90;0;12
83402;3818;HDR;1.60;0;7
83403;3818;P;2.10;0;10
81073;3819;D10;2.00;40;5
84152;3819;D10N;1.70;30;4
81074;3819;D12;2.50;65;7
81075;3819;D14;3.20;130;9
81076;3819;D16;3.80;205;14
81077;3819;D18;4.50;205;13
81078;3819;D21C;5.60;295;14
81079;3819;D21D;3.50;125;12
81080;3819;D35;4.20;170;11
81081;3819;D45;3.70;135;10
81082;3819;D55;2.90;75;10
84153;3819;H10N;1.80;40;5
81083;3819;H10;2.00;40;6
81084;3819;H12;2.90;120;8
81085;3819;H14;3.80;155;13
81086;3819;H16;4.70;215;12
81087;3819;H18;5.50;290;14
81088;3819;H21C;8.20;430;17
81089;3819;H21D;4.50;190;13
81090;3819;H35;6.30;245;14
81091;3819;H45;5.20;235;16
81092;3819;H55;3.70;110;11
81093;3819;H65;2.30;70;9
81094;3819;HDR;1.80;40;4
81095;3819;P;3.20;125;9
84390;3820;D10C;2.20;45;8
84391;3820;D12;2.40;55;10
84392;3820;D14;3.00;60;13
84393;3820;D16;3.30;80;13
84394;3820;D18;3.50;90;15
84802;3820;D20;4.80;125;18
84395;3820;D21;4.80;125;18
84396;3820;D35;4.10;100;14
84397;3820;D45;3.50;90;15
84398;3820;D55;3.10;70;13
84399;3820;H10C;2.20;45;8
84400;3820;H12;2.40;50;9
84401;3820;H14;3.10;75;15
84402;3820;H16;3.60;100;16
84403;3820;H18;4.50;120;18
84803;3820;H20;0.00;0;0
84404;3820;H21;5.60;160;25
84406;3820;H35;5.10;150;21
84407;3820;H45;4.40;125;22
84408;3820;H55;3.80;85;16
84409;3820;H65;2.90;75;14
84410;3820;HD10N;2.20;40;6
84411;3820;HDR;2.10;40;7
84412;3820;P;2.50;40;10
83404;3821;D10;1.10;0;9
83405;3821;D10N;1.10;0;7
83406;3821;D12;1.30;0;10
83407;3821;D14;1.60;0;11
83408;3821;D16;1.70;0;15
83409;3821;D18;2.10;0;14
83410;3821;D21C;2.20;0;16
83411;3821;D21D;1.70;0;14
83412;3821;D35;1.90;0;15
83413;3821;D45;1.70;0;14
83414;3821;D55;1.60;0;12
83415;3821;D65;1.60;0;12
83416;3821;H10;1.10;0;9
83417;3821;H10N;1.10;0;7
83418;3821;H12;1.60;0;11
83419;3821;H14;1.70;0;15
83420;3821;H16;2.10;0;14
83421;3821;H18;2.30;0;14
83422;3821;H21C;2.20;0;16
83423;3821;H21D;2.00;0;13
83424;3821;H35;2.30;0;14
83425;3821;H45;2.00;0;13
83426;3821;H55;1.90;0;15
83427;3821;H65;1.60;0;12
83428;3821;HDR;1.10;0;7
83429;3821;P;1.50;0;13
83321;3822;D10;1.90;0;6
83322;3822;D12;2.20;0;8
83323;3822;D14;3.00;0;9
83324;3822;D16;4.30;0;9
83325;3822;D18;5.60;0;11
83344;3822;D20;7.46;0;0
83326;3822;D21;7.50;0;15
83327;3822;D35;5.60;0;11
83328;3822;D45;4.80;0;10
83329;3822;D55;3.60;0;10
83330;3822;D65;3.00;0;9
83331;3822;H10;1.90;0;6
83332;3822;H12;2.20;0;8
83333;3822;H14;4.30;0;9
83334;3822;H16;6.60;0;14
83335;3822;H18;0.00;0;0
83345;3822;H20;10.30;0;23
83336;3822;H21;10.30;0;23
83337;3822;H35;8.60;0;20
83338;3822;H45;7.50;0;15
83339;3822;H55;4.80;0;10
83340;3822;H65;3.60;0;10
84879;3822;HD10L;2.50;0;6
83341;3822;HDR;2.50;0;6
83342;3822;P;2.60;0;9
83343;3822;T;6.60;0;14
82661;3823;D10;1.93;25;7
82662;3823;D12;2.17;45;10
82663;3823;D14;2.66;50;13
82664;3823;D16;4.11;75;14
82665;3823;D18;6.98;180;14
82666;3823;D20;0.00;0;0
82667;3823;D21;8.77;200;19
82668;3823;D21K;0.00;0;0
82669;3823;D35;6.98;180;14
82670;3823;D45;5.16;135;10
82671;3823;D55;0.00;0;0
82672;3823;D65;2.62;60;8
82673;3823;DF;2.27;25;6
82674;3823;H10;1.93;25;7
82675;3823;H12;2.66;50;13
82676;3823;H14;4.11;75;14
82677;3823;H16;6.98;180;14
82678;3823;H18;0.00;0;0
82679;3823;H20;0.00;0;0
82680;3823;H21;10.35;260;23
82681;3823;H21K;6.98;180;14
82682;3823;H35;8.77;200;19
82683;3823;H45;6.98;180;14
82684;3823;H55;5.16;135;10
82685;3823;H65;3.09;65;12
82686;3823;HDR;2.27;25;6
82687;3823;HF;2.27;25;6
82688;3823;P;2.66;50;13
79944;3824;D10;2.10;0;8
79945;3824;D10L;1.90;0;8
79946;3824;D12;2.30;0;9
79947;3824;D14;2.50;0;10
79948;3824;D16;2.80;0;10
79949;3824;D18;3.00;0;13
83246;3824;D20;0.00;0;0
79950;3824;D21K;3.00;0;13
79951;3824;D21L;4.30;0;17
79953;3824;D35;3.30;0;12
79955;3824;D45;3.00;0;12
79956;3824;D55;2.30;0;12
79957;3824;D65;1.90;0;12
79958;3824;D75;0.00;0;0
79959;3824;H10;2.10;0;8
79960;3824;H10L;1.90;0;8
79961;3824;H12;2.50;0;10
79962;3824;H14;2.80;0;10
79963;3824;H16;3.90;0;14
79964;3824;H18;4.30;0;14
83247;3824;H20;4.40;0;17
79965;3824;H21K;4.40;0;17
79966;3824;H21L;5.70;0;19
79968;3824;H35;4.40;0;17
79970;3824;H45;4.30;0;14
79971;3824;H55;3.30;0;12
79972;3824;H65;3.00;0;12
79973;3824;H75;1.90;0;12
79974;3824;HDR;1.90;0;8
79975;3824;P;2.60;0;10
79976;3824;T;5.20;0;19
83081;3594;D10C;2.90;60;5
83082;3594;D12C;3.20;60;7
83105;3594;D14B;3.60;80;9
83083;3594;D14C;3.50;75;8
83106;3594;D16B;4.60;100;10
83084;3594;D16C;4.50;80;10
83107;3594;D18B;5.90;140;9
83085;3594;D18C;4.60;100;10
83108;3594;D20B;6.40;150;10
83086;3594;D20C;5.90;140;9
83109;3594;D21B;7.10;180;13
83087;3594;D21C;5.90;140;9
83110;3594;D35B;6.40;150;10
83088;3594;D35C;5.50;110;14
83111;3594;D40B;5.50;110;14
83112;3594;D45B;5.20;80;11
83089;3594;D45C;4.70;90;10
83113;3594;D50B;4.70;90;10
83114;3594;D55B;4.70;90;10
83090;3594;D55C;4.40;75;9
83115;3594;D60B;4.40;75;9
83116;3594;D65B;4.40;75;9
83117;3594;D70B;0.00;0;0
84918;3594;DH10N;2.40;40;5
83091;3594;H10C;2.90;60;5
83092;3594;H12C;3.20;60;7
83118;3594;H14B;4.40;80;8
83093;3594;H14C;3.80;75;7
83119;3594;H16B;6.10;140;10
83094;3594;H16C;4.80;110;8
83120;3594;H18B;7.50;150;16
83095;3594;H18C;5.80;120;12
83121;3594;H20B;9.40;200;17
83096;3594;H20C;0.00;0;0
83122;3594;H21B;12.50;255;18
83097;3594;H21C;7.50;150;16
83123;3594;H35B;9.40;200;17
83098;3594;H35C;8.30;150;13
83124;3594;H40B;8.30;150;13
83125;3594;H45B;7.10;145;14
83099;3594;H45C;6.40;140;12
83126;3594;H50B;6.40;140;12
83127;3594;H55B;5.80;140;12
83100;3594;H55C;5.20;120;11
83128;3594;H60B;5.40;120;12
83129;3594;H65B;5.10;85;10
83101;3594;H65C;4.90;70;11
83130;3594;H70B;4.90;70;11
84997;3594;H75B;4.90;70;11
83102;3594;HDR;2.40;40;5
83104;3594;P;3.60;70;8
83103;3594;T;5.00;95;11
80891;3493;D10C;2.10;30;8
80892;3493;D12C;2.70;60;9
80893;3493;D14B;3.20;60;12
80894;3493;D16A;3.70;110;15
80895;3493;D16B;3.30;85;14
80896;3493;D18A;3.80;120;16
80897;3493;D18B;3.40;85;14
80898;3493;D20A;3.80;120;16
80899;3493;D20B;3.50;85;14
80900;3493;D21E;5.10;160;21
80901;3493;D21A;4.70;135;18
80902;3493;D21B;4.30;110;18
80903;3493;D21C;3.60;100;16
80904;3493;D35B;4.00;100;15
80905;3493;D40B;3.90;100;17
80906;3493;D45B;3.70;75;12
80907;3493;D50B;3.60;100;16
80908;3493;D55B;3.20;65;10
80909;3493;D60B;2.80;55;10
80910;3493;D65B;2.70;40;10
80911;3493;D70B;2.40;40;8
80912;3493;D75B;2.40;40;8
80913;3493;H10C;2.10;30;8
80914;3493;H12C;3.00;60;10
80915;3493;H14B;3.60;80;13
80916;3493;H16A;4.10;105;17
80917;3493;H16B;3.80;85;14
80918;3493;H18A;4.30;110;18
80919;3493;H18B;3.90;90;15
80920;3493;H20A;4.30;110;18
80921;3493;H20B;4.00;105;17
80922;3493;H21E;6.10;190;24
80923;3493;H21A;5.80;180;21
80924;3493;H21B;5.30;130;21
80925;3493;H21C;4.80;140;18
80926;3493;H35B;4.80;140;18
80927;3493;H40B;4.60;130;18
80928;3493;H45B;4.40;100;17
80929;3493;H50B;4.30;110;18
80930;3493;H55B;4.20;90;18
80931;3493;H60B;4.00;100;15
80932;3493;H65B;3.70;75;12
80933;3493;H70B;3.20;65;10
80934;3493;H75B;2.80;55;10
80935;3493;H80B;2.40;40;8
80937;3493;T3;3.10;65;12
80938;3493;T5;5.30;140;20
83131;3595;D10C;2.40;60;5
83132;3595;D12C;2.80;70;5
83133;3595;D14B;3.20;60;7
83134;3595;D14C;2.70;75;5
83135;3595;D16B;3.30;80;12
83136;3595;D16C;3.00;80;10
83137;3595;D18B;3.80;90;11
83138;3595;D18C;3.30;80;12
83139;3595;D20B;4.30;100;14
83140;3595;D20C;0.00;0;0
83141;3595;D21B;4.50;110;14
83142;3595;D21C;3.80;90;11
83143;3595;D35B;4.30;100;14
83144;3595;D35C;3.90;90;13
83145;3595;D40B;3.90;90;13
83146;3595;D45B;3.80;80;13
83147;3595;D45C;3.20;70;10
83148;3595;D50B;3.60;85;11
83149;3595;D55B;3.20;70;10
83150;3595;D55C;3.10;75;10
83151;3595;D60B;3.10;75;10
83152;3595;D65B;3.10;75;10
83153;3595;D70B;0.00;0;0
84919;3595;DH10N;2.50;70;5
83154;3595;H10C;2.40;60;5
83155;3595;H12C;2.80;70;5
83156;3595;H14B;3.40;60;8
83157;3595;H14C;3.40;85;8
83158;3595;H16B;4.10;90;13
83159;3595;H16C;4.00;120;12
83160;3595;H18B;4.60;130;13
83161;3595;H18C;4.10;110;13
83162;3595;H20B;4.90;100;13
83163;3595;H20C;0.00;0;0
83164;3595;H21B;5.70;140;18
83165;3595;H21C;4.60;130;13
83166;3595;H35B;4.90;100;14
83167;3595;H35C;4.40;100;13
83168;3595;H40B;4.50;90;12
83169;3595;H45B;4.30;90;14
83170;3595;H45C;3.90;70;12
83171;3595;H50B;3.90;70;12
83172;3595;H55B;3.70;75;12
83173;3595;H55C;3.50;70;11
83174;3595;H60B;3.50;70;11
83175;3595;H65B;3.30;70;9
83176;3595;H65C;3.20;60;11
83177;3595;H70B;3.20;60;11
84996;3595;H75B;3.20;60;10
83178;3595;HDR;2.50;70;5
83179;3595;P;3.50;80;8
83180;3595;T;4.80;120;12
83075;3494;D10C;2.36;60;8
83033;3494;D12C;2.79;70;8
83034;3494;D14B;4.71;140;7
83035;3494;D16A;5.81;200;11
83036;3494;D16B;5.31;220;10
83037;3494;D18A;7.02;335;12
83038;3494;D18B;5.93;210;12
83039;3494;D20A;7.54;380;15
83040;3494;D20B;6.28;220;14
83044;3494;D21E;9.29;440;15
83041;3494;D21A;7.54;340;15
83042;3494;D21B;6.50;255;13
83043;3494;D21C;6.02;240;12
83045;3494;D35B;6.41;275;12
83046;3494;D40B;6.00;195;11
83047;3494;D45B;5.80;205;11
83048;3494;D50B;5.80;220;10
83049;3494;D55B;4.88;220;11
83050;3494;D60B;4.60;145;12
83051;3494;D65B;3.86;120;10
83052;3494;D70B;2.97;55;10
83053;3494;D75B;2.97;55;10
83076;3494;H10C;2.36;60;8
83054;3494;H12C;2.97;65;8
83055;3494;H14B;5.79;165;10
83056;3494;H16A;6.94;280;13
83057;3494;H16B;5.97;190;12
83058;3494;H18A;8.59;450;18
83059;3494;H18B;6.54;280;14
83060;3494;H20A;9.95;500;19
83061;3494;H20B;8.00;460;14
83065;3494;H21E;14.06;670;26
83062;3494;H21A;11.70;500;22
83063;3494;H21B;10.73;440;20
83064;3494;H21C;9.01;355;16
83066;3494;H35B;8.00;460;14
83067;3494;H40B;7.30;300;15
83068;3494;H45B;7.41;285;14
83069;3494;H50B;7.13;250;14
83070;3494;H55B;6.36;270;12
83071;3494;H60B;5.84;205;13
83072;3494;H65B;5.39;185;14
83073;3494;H70B;4.44;165;12
83074;3494;H75B;3.86;120;10
83080;3494;H80B;2.97;55;10
83077;3494;T3;3.33;95;10
83078;3494;T5;4.37;175;11
83079;3494;T7;6.10;215;12
79237;3280;D16;0.00;0;0
85204;3280;D16A;2.80;60;13
85212;3280;D16B;2.80;65;14
85220;3280;D16C;2.80;60;14
79241;3280;D18;0.00;0;0
85205;3280;D18A;3.10;90;14
85213;3280;D18B;3.10;85;14
85221;3280;D18C;3.10;75;14
79244;3280;D20;0.00;0;0
85206;3280;D20A;3.30;85;16
85214;3280;D20B;3.30;85;16
79247;3280;D21;0.00;0;0
85207;3280;D21A;4.40;135;19
85215;3280;D21B;4.40;125;20
85222;3280;D21C;4.40;140;20
85223;3280;D21D;4.40;125;20
79252;3280;D35;3.30;100;15
79253;3280;D40;3.10;80;15
79254;3280;D45;2.90;75;14
79255;3280;D50;2.70;70;13
79256;3280;D55;2.50;60;12
79257;3280;D60;2.40;55;12
79258;3280;D65;2.30;50;11
79259;3280;D70;2.10;55;9
79260;3280;D75;2.00;40;9
79291;3280;DH10;1.80;35;6
79292;3280;DH12;2.50;55;9
