id;eventId;classTxt;distance;climbing;controls
79264;3280;H16;0.00;0;0
85208;3280;H16A;3.40;95;16
85216;3280;H16B;3.40;90;16
85224;3280;H16C;3.40;90;16
79268;3280;H18;0.00;0;0
85209;3280;H18A;3.90;110;18
85217;3280;H18B;3.90;115;18
85225;3280;H18C;3.90;130;18
79271;3280;H20;0.00;0;0
85210;3280;H20A;4.10;125;18
85218;3280;H20B;4.00;120;18
79274;3280;H21;0.00;0;0
85211;3280;H21A;5.70;165;24
85219;3280;H21B;5.70;155;24
85226;3280;H21C;5.70;160;24
85227;3280;H21D;5.70;155;25
79279;3280;H35;4.50;145;21
79280;3280;H40;4.10;120;17
79281;3280;H45;3.90;115;17
79282;3280;H50;3.70;115;18
79283;3280;H55;3.50;95;16
79284;3280;H60;3.30;95;15
79285;3280;H65;3.00;75;14
79286;3280;H70;2.70;60;13
79287;3280;H75;2.40;55;12
79288;3280;H80;2.10;45;10
79293;3280;P3;3.10;80;14
79294;3280;P5;5.00;125;22
85228;3281;D16A;3.10;190;14
85255;3281;D16B;3.10;195;11
85279;3281;D16C;2.60;155;11
85229;3281;D18A;3.30;215;17
85256;3281;D18B;3.20;215;14
85280;3281;D18C;2.50;180;13
85230;3281;D20A;3.40;230;15
85257;3281;D20B;2.70;160;13
85231;3281;D21A;4.60;260;21
85258;3281;D21B;4.50;250;22
85281;3281;D21C;3.50;215;18
85282;3281;D21D;3.30;190;14
85232;3281;D35A;3.40;215;14
85259;3281;D35B;3.20;170;14
85233;3281;D40A;3.30;210;15
85260;3281;D40B;3.10;190;14
85234;3281;D45A;3.40;205;12
85261;3281;D45B;2.80;185;14
85235;3281;D50A;3.00;205;12
85262;3281;D50B;2.50;160;13
85236;3281;D55A;2.60;185;14
85263;3281;D55B;2.40;155;11
85237;3281;D60A;2.40;160;14
85264;3281;D60B;2.10;135;10
85238;3281;D65A;2.30;115;13
85265;3281;D65B;2.00;130;10
85239;3281;D70A;2.00;125;11
85240;3281;D75A;2.00;120;9
79295;3281;DH10;2.00;110;7
79296;3281;DH12;2.40;110;12
85241;3281;H16A;3.80;255;17
85266;3281;H16B;3.60;250;17
85283;3281;H16C;2.90;195;17
85242;3281;H18A;3.90;245;20
85267;3281;H18B;3.70;250;15
85284;3281;H18C;3.20;240;14
85243;3281;H20A;4.00;270;21
85268;3281;H20B;3.80;210;16
85285;3281;H20C;3.50;205;16
85244;3281;H21A;5.80;340;29
85269;3281;H21B;5.40;325;27
85286;3281;H21C;5.20;310;21
85287;3281;H21D;4.80;310;24
85245;3281;H35A;4.20;295;17
85270;3281;H35B;3.70;215;16
85246;3281;H40A;4.00;220;19
85271;3281;H40B;3.40;160;14
85247;3281;H45A;3.90;210;18
85272;3281;H45B;3.10;210;12
85248;3281;H50A;3.90;190;15
85273;3281;H50B;3.00;185;15
85249;3281;H55A;4.00;215;20
85274;3281;H55B;2.80;150;14
85250;3281;H60A;3.40;215;14
85275;3281;H60B;2.50;155;11
85251;3281;H65A;2.70;155;12
85276;3281;H65B;2.30;150;10
85252;3281;H70A;2.30;135;11
85277;3281;H70B;1.90;135;11
85253;3281;H75A;2.20;120;11
85278;3281;H75B;2.10;105;11
85254;3281;H80A;2.20;120;12
79297;3281;P3;2.90;215;14
79298;3281;P5;4.60;295;21
79703;3596;D10N;2.60;15;7
79704;3596;D10C;2.60;15;7
79705;3596;D12C;3.10;20;10
79706;3596;D14B;4.40;25;9
79707;3596;D16B;5.30;25;11
79708;3596;D18B;6.20;35;10
79709;3596;D20B;6.50;60;12
79710;3596;D21A;9.80;90;17
79711;3596;D21B;8.00;75;15
79712;3596;D21C;5.90;40;10
79713;3596;D35B;7.20;65;16
79714;3596;D40B;6.30;95;11
79715;3596;D45B;5.50;85;10
79716;3596;D50B;5.20;85;9
79717;3596;D55B;4.80;35;10
79718;3596;D60B;4.30;30;10
79719;3596;D65B;3.70;20;9
79720;3596;D70B;3.10;30;8
79721;3596;D75B;3.10;30;8
79722;3596;H10N;2.80;15;7
79723;3596;H10C;2.80;15;7
79724;3596;H12C;3.70;20;10
79725;3596;H14B;5.60;25;13
79726;3596;H16B;7.50;65;15
79727;3596;H18B;8.80;90;16
79728;3596;H20B;9.80;135;14
79729;3596;H21A;14.40;150;25
79730;3596;H21B;13.60;115;21
79731;3596;H21C;11.00;160;18
79732;3596;H35B;10.50;100;16
79733;3596;H40B;9.70;90;16
79734;3596;H45B;8.60;55;12
79735;3596;H50B;7.40;75;14
79736;3596;H55B;6.60;65;11
79737;3596;H60B;6.20;35;13
79738;3596;H65B;5.70;35;13
79739;3596;H70B;4.80;20;12
79740;3596;H75B;3.50;20;10
79741;3596;H80B;3.00;25;8
79742;3596;HDR;2.70;15;6
79743;3596;P;3.50;35;7
79744;3596;T;6.70;110;13
84062;3598;D10N;2.90;140;7
84063;3598;D10C;2.80;25;7
84064;3598;D12C;3.10;90;8
84034;3598;D14B;3.70;200;9
84065;3598;D14C;3.40;160;7
84033;3598;D16B;4.80;250;7
84066;3598;D16C;3.90;210;7
84035;3598;D18B;5.50;290;10
84067;3598;D18C;4.10;220;9
84036;3598;D20B;6.20;250;8
84037;3598;D21B;7.00;295;11
84068;3598;D21C;5.50;290;10
84038;3598;D35B;6.10;250;8
84069;3598;D35C;5.20;290;10
84039;3598;D40B;5.40;290;10
84040;3598;D45B;4.10;220;9
84070;3598;D45C;3.90;215;7
84041;3598;D50B;3.90;210;7
84042;3598;D55B;3.90;210;7
84071;3598;D55C;3.30;240;8
84043;3598;D60B;3.60;200;9
84044;3598;D65B;3.60;200;9
84045;3598;D70B;0.00;0;0
84046;3598;D75B;0.00;0;0
84072;3598;H10N;2.90;140;7
84073;3598;H10C;2.80;25;7
84074;3598;H12C;3.30;140;9
84047;3598;H14B;5.10;265;7
84075;3598;H14C;3.90;215;7
84048;3598;H16B;6.20;250;8
84076;3598;H16C;0.00;0;0
84049;3598;H18B;7.10;335;9
84077;3598;H18C;7.00;295;11
84050;3598;H20B;8.70;475;12
84051;3598;H21B;10.20;475;10
84078;3598;H21C;8.10;330;9
84052;3598;H35B;9.20;355;10
84079;3598;H35C;7.10;265;11
84053;3598;H40B;8.30;360;10
84054;3598;H45B;7.20;280;11
84080;3598;H45C;5.40;290;10
84055;3598;H50B;6.10;250;8
84056;3598;H55B;5.50;290;10
84081;3598;H55C;5.40;290;10
84057;3598;H60B;5.20;290;10
84058;3598;H65B;4.80;250;7
84082;3598;H65C;3.60;200;9
84059;3598;H70B;3.70;200;9
84060;3598;H75B;3.30;240;8
84061;3598;H80B;0.00;0;0
84085;3598;HDR;2.80;140;7
84083;3598;P;3.80;200;6
84084;3598;T;6.90;360;9
79745;3597;D10N;2.10;20;7
79746;3597;D10C;2.10;20;7
79747;3597;D12C;2.70;25;9
79748;3597;D14B;3.60;50;13
79749;3597;D16B;3.60;50;13
79750;3597;D18B;3.60;55;13
79751;3597;D20B;3.60;55;13
79752;3597;D21A;5.20;100;19
79753;3597;D21B;4.50;75;14
79754;3597;D21C;3.70;70;12
79755;3597;D35B;4.20;80;14
79756;3597;D40B;4.20;75;14
79757;3597;D45B;4.10;70;14
79758;3597;D50B;3.80;75;13
79759;3597;D55B;3.70;70;12
79760;3597;D60B;3.60;55;13
79761;3597;D65B;3.10;40;14
79762;3597;D70B;2.40;30;9
79763;3597;D75B;2.40;30;9
79764;3597;H10N;2.10;20;7
79765;3597;H10C;2.30;25;7
79766;3597;H12C;2.90;30;9
79767;3597;H14B;4.30;70;13
79768;3597;H16B;4.40;80;16
79769;3597;H18B;4.40;110;15
79770;3597;H20B;4.40;110;15
79771;3597;H21A;6.90;160;23
79772;3597;H21B;5.60;120;23
79773;3597;H21C;4.50;75;14
79774;3597;H35B;5.20;130;19
79775;3597;H40B;5.10;105;21
79776;3597;H45B;5.10;100;17
79777;3597;H50B;4.80;85;16
79778;3597;H55B;4.60;80;15
79779;3597;H60B;4.40;110;15
79780;3597;H65B;3.90;80;14
79781;3597;H70B;3.60;75;12
79782;3597;H75B;3.10;40;14
79783;3597;H80B;2.40;30;9
79784;3597;HDR;2.00;20;7
79785;3597;P;3.00;30;10
79786;3597;T;4.60;80;16
84094;3599;D10N;3.00;80;8
84095;3599;D10C;1.90;40;6
84096;3599;D12C;2.20;55;8
84097;3599;D14B;2.30;95;10
84098;3599;D14C;2.40;70;9
84099;3599;D16B;2.60;120;13
84100;3599;D16C;2.50;95;10
84101;3599;D18B;3.00;170;12
84102;3599;D18C;2.70;135;12
84103;3599;D20B;3.20;220;13
84104;3599;D21B;4.20;200;18
84105;3599;D21C;3.20;220;13
84106;3599;D35B;3.10;220;12
84107;3599;D35C;2.70;125;10
84108;3599;D40B;3.00;200;11
84109;3599;D45B;2.70;180;11
84110;3599;D45C;2.70;130;12
84111;3599;D50B;2.60;120;13
84112;3599;D55B;2.50;95;10
84113;3599;D55C;0.00;0;0
84114;3599;D60B;2.30;95;10
84115;3599;D65B;2.20;75;8
84116;3599;D70B;0.00;0;0
84117;3599;D75B;0.00;0;0
84118;3599;H10N;3.00;90;8
84119;3599;H10C;2.00;40;6
84120;3599;H12C;2.30;55;8
84121;3599;H14B;2.40;120;12
84122;3599;H14C;2.40;70;8
84123;3599;H16B;2.70;180;11
84124;3599;H16C;0.00;0;0
84125;3599;H18B;3.10;200;13
84126;3599;H18C;3.00;200;11
84127;3599;H20B;4.90;215;20
84128;3599;H21B;5.40;240;21
84129;3599;H21C;4.20;200;18
84130;3599;H35B;4.50;225;20
84131;3599;H35C;3.90;190;16
84132;3599;H40B;4.50;195;18
84133;3599;H45B;4.10;220;18
84134;3599;H45C;3.10;220;12
84135;3599;H50B;3.90;190;16
84136;3599;H55B;3.80;180;18
84137;3599;H55C;2.70;135;12
84138;3599;H60B;3.10;200;13
84139;3599;H65B;2.70;125;10
84140;3599;H65C;2.70;130;12
84141;3599;H70B;2.20;75;8
84142;3599;H75B;2.10;75;8
84143;3599;H80B;0.00;0;0
84144;3599;HDR;3.00;90;7
84145;3599;P;2.60;75;7
84146;3599;T;5.10;230;19
85052;3825;D10C;2.20;25;6
85053;3825;D12;2.50;55;9
85054;3825;D14;3.60;95;10
85055;3825;D16;4.30;145;12
85056;3825;D18;5.70;190;10
85075;3825;D20;6.70;275;15
85057;3825;D21;6.70;275;15
85058;3825;D35;5.70;190;11
85059;3825;D45;4.30;175;12
85060;3825;D55;3.60;85;11
85072;3825;DH10N;2.00;25;6
85061;3825;H10C;2.40;50;7
85062;3825;H12;2.60;45;8
85063;3825;H14;4.30;135;13
85064;3825;H16;6.40;250;12
85065;3825;H18;7.40;280;15
85076;3825;H20;9.40;365;18
85066;3825;H21;9.40;365;18
85067;3825;H21D;6.50;235;14
85068;3825;H35;7.40;240;15
85069;3825;H45;6.10;210;11
85070;3825;H55;5.00;195;14
85071;3825;H65;3.70;105;10
85073;3825;HDR;2.00;25;6
85074;3825;P;3.40;90;9
85078;3825;T5;5.80;185;11
84836;3826;D10;2.10;60;6
84857;3826;D10N;1.60;60;5
84837;3826;D12;2.40;65;9
84838;3826;D14;3.40;120;13
84839;3826;D16;3.70;125;12
84840;3826;D18;4.60;140;13
84841;3826;D21;5.60;195;18
85290;3826;D21D;3.60;120;14
84842;3826;D35;4.80;180;16
84843;3826;D45;3.70;170;13
84844;3826;D55;3.20;90;13
84858;3826;D65;2.50;60;11
84845;3826;H10;2.40;60;8
84859;3826;H10N;1.60;65;6
84846;3826;H12;3.10;80;9
84847;3826;H14;3.80;140;12
84848;3826;H16;4.70;145;12
84849;3826;H18;7.20;210;21
84850;3826;H21;9.60;325;29
85291;3826;H21D;6.30;210;20
84851;3826;H35;7.50;220;23
84852;3826;H45;5.70;210;18
84853;3826;H55;4.10;125;15
84854;3826;H65;3.30;95;12
84855;3826;HDR;1.60;55;5
84856;3826;P;3.00;75;10
84570;3827;D10;2.36;0;7
84571;3827;D12;2.80;0;7
84572;3827;D14;3.03;0;9
84573;3827;D16;4.02;0;11
84574;3827;D18;4.39;0;11
84575;3827;D20;0.00;180;0
84576;3827;D21;5.22;0;13
84577;3827;D35;4.83;0;12
84578;3827;D45;3.03;0;9
84579;3827;D55;3.27;0;13
84580;3827;D65;2.75;0;7
84581;3827;H10;2.36;0;7
84582;3827;H12;2.75;0;7
84583;3827;H14;4.02;0;11
84584;3827;H16;4.39;0;11
84585;3827;H18;0.00;180;0
84586;3827;H20;0.00;180;0
84587;3827;H21;7.02;0;22
84588;3827;H35;5.56;0;16
84589;3827;H45;5.22;0;13
84590;3827;H55;4.02;0;11
84591;3827;H65;3.27;0;13
84592;3827;HD10L;1.99;0;6
84593;3827;HDR;2.05;0;6
84594;3827;P;2.80;0;7
78578;3828;D10N;3.20;35;6
78579;3828;D10C;2.20;30;7
78580;3828;D12C;2.40;35;7
78581;3828;D12D;2.20;35;8
78582;3828;D14C;3.40;65;13
78583;3828;D14D;2.40;35;7
78584;3828;D16C;4.30;75;16
78585;3828;D18C;5.20;100;21
78586;3828;D21C;6.40;110;25
78587;3828;D21D;4.70;100;21
78588;3828;D35C;5.20;100;23
78589;3828;D35D;4.10;45;19
78590;3828;D45C;4.30;75;20
78591;3828;D45D;3.90;65;19
78592;3828;D55C;3.90;65;19
78593;3828;D65C;3.40;45;17
78594;3828;H10N;3.20;35;6
78595;3828;H10C;2.30;30;7
78596;3828;H12C;2.70;40;9
78597;3828;H12D;2.20;35;8
78598;3828;H14C;3.80;75;14
78599;3828;H14D;2.70;40;9
78600;3828;H16C;5.30;80;20
78601;3828;H18C;6.60;160;25
78602;3828;H21C;8.70;185;29
78603;3828;H21D;5.70;110;26
78604;3828;H35C;6.80;140;25
78605;3828;H35D;5.40;100;23
78606;3828;H45C;5.70;120;26
78607;3828;H45D;4.70;95;22
78608;3828;H55C;4.70;85;22
78609;3828;H55D;4.30;85;22
78610;3828;H65C;4.00;80;19
78611;3828;H70C;3.50;60;18
78612;3828;HDR;3.20;35;7
78613;3828;P;3.00;45;11
78614;3828;T;4.70;85;21
84595;3829;D10;1.44;0;8
84596;3829;D12;1.60;0;9
84597;3829;D14;1.74;0;8
84598;3829;D16;1.83;0;9
84599;3829;D18;2.22;0;11
84600;3829;D20;0.00;30;0
84601;3829;D21;2.32;0;12
84602;3829;D35;2.00;0;11
84603;3829;D45;1.74;0;8
84604;3829;D55;1.80;0;11
84605;3829;D65;1.54;12;9
84606;3829;H10;1.44;0;8
84607;3829;H12;1.54;0;9
84608;3829;H14;1.83;0;9
84609;3829;H16;2.22;0;11
84610;3829;H18;0.00;34;0
84611;3829;H20;0.00;34;0
84612;3829;H21;2.57;0;20
84613;3829;H35;2.23;0;13
84614;3829;H45;2.32;0;12
84615;3829;H55;1.83;0;9
84616;3829;H65;1.80;0;11
84617;3829;HD10L;1.35;0;6
84618;3829;HDR;1.38;0;6
84619;3829;P;1.60;0;9
84620;3830;D10;2.40;0;7
84621;3830;D12;3.02;0;7
84622;3830;D14;3.65;0;7
84623;3830;D16;4.40;0;8
84624;3830;D18;5.96;0;9
84625;3830;D20;0.00;0;0
84626;3830;D21;6.72;0;11
84627;3830;D35;5.73;0;10
84628;3830;D45;3.65;0;7
84629;3830;D55;3.73;0;10
84630;3830;D65;3.24;0;7
84631;3830;H10;2.40;0;7
84632;3830;H12;3.24;0;7
84633;3830;H14;4.40;0;8
84634;3830;H16;5.96;0;9
84635;3830;H18;0.00;0;0
84636;3830;H20;7.67;0;11
84637;3830;H21;10.46;0;14
84638;3830;H35;7.67;0;11
84639;3830;H45;6.72;0;11
84640;3830;H55;4.40;0;8
84641;3830;H65;3.73;0;10
84642;3830;HD10L;2.26;0;6
84643;3830;HDR;2.08;0;6
84644;3830;P;3.02;0;7
84959;3831;D10;2.20;0;8
84960;3831;D10L;3.40;0;6
84961;3831;D12;2.30;0;8
84962;3831;D14;2.60;0;14
84963;3831;D16;3.10;0;13
84964;3831;D18;3.40;0;17
84965;3831;D20;3.70;0;15
84966;3831;D21K;3.70;0;18
84967;3831;D21L;4.60;0;17
84968;3831;D35;3.60;0;17
84969;3831;D40;3.50;0;16
84970;3831;D45;3.20;0;13
84971;3831;D50;3.10;0;14
84972;3831;D55;3.10;0;12
84973;3831;D60;3.00;0;10
84974;3831;D65;2.70;0;12
84975;3831;D70;2.40;0;10
84976;3831;H10;2.20;0;8
84977;3831;H10L;3.40;0;6
84978;3831;H12;2.30;0;11
84979;3831;H14;2.50;0;10
84980;3831;H16;3.50;0;14
84981;3831;H18;3.70;170;19
84982;3831;H20;4.00;130;18
84983;3831;H21K;4.20;0;20
84984;3831;H21L;5.20;0;22
84985;3831;H35;4.40;0;18
84986;3831;H40;4.20;0;17
84987;3831;H45;3.50;0;13
84988;3831;H50;3.40;0;15
84989;3831;H55;3.20;0;14
84990;3831;H60;3.00;0;12
84991;3831;H65;2.80;0;12
84992;3831;H70;2.70;0;12
84993;3831;HDR;3.40;0;6
84994;3831;P;2.30;0;10
84995;3831;T;3.30;0;16
84922;3832;D10;1.10;0;10
84923;3832;D10L;1.70;0;7
84924;3832;D12;1.20;0;9
84925;3832;D14;1.20;0;11
84926;3832;D16;1.60;0;14
84927;3832;D18;1.90;0;16
84928;3832;D20;1.90;0;16
84929;3832;D21K;1.50;0;16
84930;3832;D21L;2.20;0;17
84931;3832;D35;1.90;0;18
84932;3832;D40;1.70;0;17
84933;3832;D45;1.50;0;15
84934;3832;D50;1.40;0;13
84935;3832;D55;1.20;0;13
84936;3832;D60;1.10;0;12
84937;3832;D65;0.90;0;11
84938;3832;D70;0.90;0;11
84939;3832;H10;1.20;0;10
84940;3832;H10L;1.70;0;7
84941;3832;H12;1.40;0;9
84942;3832;H14;1.40;0;13
84943;3832;H16;1.90;0;17
84944;3832;H18;2.10;40;19
84945;3832;H20;2.10;40;19
84946;3832;H21K;1.80;0;18
84947;3832;H21L;2.60;0;21
84948;3832;H35;2.20;0;20
84949;3832;H40;2.00;0;19
84950;3832;H45;1.90;0;18
84951;3832;H50;1.70;0;17
84952;3832;H55;1.50;0;15
84953;3832;H60;1.40;0;13
84954;3832;H65;1.20;0;13
84955;3832;H70;1.20;0;13
84956;3832;HDR;1.70;0;7
84957;3832;P;1.60;0;12
84958;3832;T;1.90;0;18
87170;3850;C;2.00;35;11
81708;3850;D10;1.90;20;10
81709;3850;D12;2.00;35;11
81710;3850;D14;2.70;45;13
81711;3850;D16;3.60;60;19
81712;3850;D18;4.20;70;21
81714;3850;D21;4.50;70;23
81715;3850;D35;4.20;70;21
81716;3850;D45;3.60;60;19
81717;3850;D55;2.70;45;13
81718;3850;D65;2.00;35;11
87171;3850;DBK;3.60;60;19
87172;3850;DBL;4.50;70;23
81719;3850;DF;0.90;15;5
81720;3850;H10;1.90;20;10
81721;3850;H12;2.70;45;13
81722;3850;H14;3.60;60;19
81723;3850;H16;4.20;70;21
81724;3850;H18;4.50;70;23
81725;3850;H21;5.40;80;26
81727;3850;H35;4.40;60;25
81728;3850;H45;4.20;70;21
81729;3850;H55;3.70;60;21
81730;3850;H65;2.70;45;13
87173;3850;HA;5.10;75;27
87174;3850;HBK;3.70;60;21
87175;3850;HBL;4.40;60;25
81731;3850;HDR;0.90;15;5
81732;3850;HF;0.90;15;5
87176;3850;P;2.40;35;12
81733;3850;P - příchozí;0.00;0;0
85105;3851;D10;1.90;0;8
85107;3851;D12;2.40;0;8
85108;3851;D14;2.90;0;9
85109;3851;D16;3.50;0;12
85110;3851;D18;4.50;0;13
85654;3851;D20;5.60;120;0
85111;3851;D21;6.70;0;15
85112;3851;D21K;4.50;100;0
85113;3851;D35;5.60;0;15
85114;3851;D45;4.50;0;13
85115;3851;D55;3.50;0;12
85116;3851;D65;2.90;70;0
85106;3851;D70;2.40;0;8
85119;3851;DF;2.20;0;6
85120;3851;H10;1.90;0;8
85121;3851;H12;2.40;0;8
85122;3851;H14;3.50;0;12
85123;3851;H16;4.50;0;13
85124;3851;H18;5.60;0;15
85655;3851;H20;7.80;0;20
85125;3851;H21;10.90;0;25
85126;3851;H21K;5.60;0;15
85127;3851;H35;7.80;0;20
85128;3851;H45;5.60;0;15
85129;3851;H55;4.50;0;13
85130;3851;H65;3.50;0;12
85131;3851;H70;2.90;0;9
85134;3851;HDR;2.20;0;6
85135;3851;HF;2.20;0;6
85137;3851;P;2.90;0;9
81529;3600;D10N;3.14;70;5
81464;3600;D10C;2.43;90;6
81465;3600;D12C;2.64;90;7
81466;3600;D14B;3.43;120;8
81532;3600;D14C;3.05;50;6
81467;3600;D16B;4.40;135;8
81533;3600;D16C;3.56;70;9
81468;3600;D18B;4.96;150;12
81534;3600;D18C;0.00;0;0
81469;3600;D20B;4.58;170;12
81914;3600;D21A;8.31;260;19
81471;3600;D21B;6.22;195;12
81472;3600;D21C;4.82;190;11
81473;3600;D35B;5.55;150;13
81474;3600;D40B;4.58;145;10
81475;3600;D45B;4.31;155;10
81476;3600;D50B;4.13;135;9
81477;3600;D55B;3.89;120;8
81478;3600;D60B;3.68;130;9
81479;3600;D65B;3.43;80;9
81480;3600;D70B;3.06;85;9
81481;3600;D75B;0.00;0;0
81531;3600;H10N;3.14;70;5
81483;3600;H10C;2.42;90;6
81484;3600;H12C;2.77;90;7
81485;3600;H14B;5.09;160;12
81535;3600;H14C;3.97;120;9
81486;3600;H16B;6.47;210;13
81536;3600;H16C;0.00;0;0
81487;3600;H18B;6.58;220;12
81537;3600;H18C;5.31;175;12
81488;3600;H20B;8.26;190;18
81915;3600;H21A;13.90;420;26
81490;3600;H21B;12.00;380;23
81491;3600;H21C;8.46;260;17
81492;3600;H35B;8.66;225;21
81493;3600;H40B;8.04;235;18
81494;3600;H45B;7.46;230;15
81495;3600;H50B;6.23;205;12
81496;3600;H55B;5.79;175;14
81497;3600;H60B;5.16;165;12
81498;3600;H65B;4.73;155;12
81499;3600;H70B;4.21;160;10
81500;3600;H75B;3.56;100;9
81501;3600;H80B;3.20;90;10
81502;3600;HDR;3.14;70;5
81503;3600;P;3.15;100;7
81504;3600;T;7.47;260;17
85531;3495;D10N;2.40;50;5
85466;3495;D10C;2.40;50;4
85467;3495;D12C;2.90;70;4
85468;3495;D14B;3.90;100;6
85469;3495;D14C;3.00;80;5
85470;3495;D16A;4.80;160;8
85471;3495;D16B;4.10;130;7
85472;3495;D16C;3.60;90;5
85473;3495;D18A;6.30;220;9
85474;3495;D18B;4.80;160;6
85475;3495;D18C;0.00;0;0
85476;3495;D20A;7.20;320;10
85477;3495;D20B;5.10;200;9
85478;3495;D21E;9.60;360;11
85479;3495;D21A;7.30;330;9
85480;3495;D21B;6.30;260;9
85481;3495;D21C;5.10;150;7
85482;3495;D35B;6.00;200;12
85483;3495;D35C;4.10;120;6
85484;3495;D40B;5.20;160;9
85485;3495;D45B;4.80;120;8
85486;3495;D45C;3.80;100;6
85487;3495;D50B;4.10;110;7
85488;3495;D55B;3.70;100;5
85489;3495;D55C;2.80;80;5
85490;3495;D60B;3.40;90;5
85491;3495;D65B;3.20;80;5
85492;3495;D70B;0.00;0;0
85493;3495;D75B;0.00;0;0
85530;3495;H10N;2.40;50;5
85495;3495;H10C;2.40;50;4
85496;3495;H12C;2.90;70;4
85497;3495;H14B;5.10;140;9
85498;3495;H14C;4.20;120;6
85499;3495;H16A;6.80;280;9
85500;3495;H16B;5.50;210;9
85501;3495;H16C;4.80;170;8
85502;3495;H18A;8.60;340;11
85503;3495;H18B;7.20;280;11
85504;3495;H18C;5.60;210;9
85505;3495;H20A;10.00;390;15
85506;3495;H20B;7.80;300;9
85507;3495;H21E;14.10;560;15
85508;3495;H21A;11.90;500;13
85509;3495;H21B;10.50;430;11
85510;3495;H21C;7.30;290;9
85512;3495;H35B;9.80;400;11
85513;3495;H35C;6.30;250;8
85514;3495;H40B;8.60;360;12
85515;3495;H45B;7.90;320;14
85516;3495;H45C;5.10;200;6
85517;3495;H50B;6.90;280;11
85518;3495;H55B;5.50;240;9
85519;3495;H55C;4.10;120;6
85520;3495;H60B;5.10;200;7
85521;3495;H65B;4.60;140;8
85522;3495;H65C;3.40;110;6
85523;3495;H70B;3.60;80;6
85524;3495;H75B;3.40;70;6
85525;3495;H80B;2.50;60;5
85526;3495;HDR;2.40;50;5
85527;3495;P;2.50;50;6
85528;3495;T3;3.50;80;6
85529;3495;T5;5.30;160;6
81586;3601;D10N;3.27;70;7
81587;3601;D10C;2.89;85;10
81588;3601;D12C;3.02;85;10
81589;3601;D14B;3.15;110;13
81628;3601;D14C;2.69;80;8
81590;3601;D16B;2.79;80;13
81629;3601;D16C;2.73;70;13
81591;3601;D18B;2.88;110;15
81630;3601;D18C;0.00;0;0
81592;3601;D20B;2.98;100;16
81916;3601;D21A;3.99;145;20
81594;3601;D21B;3.19;90;15
81595;3601;D21C;2.85;80;13
81596;3601;D35B;3.13;90;13
81597;3601;D40B;3.13;105;13
81598;3601;D45B;3.06;95;13
81599;3601;D50B;2.79;85;13
81600;3601;D55B;2.62;60;12
81601;3601;D60B;2.44;65;12
81602;3601;D65B;2.31;35;12
81603;3601;D70B;2.21;40;12
81604;3601;D75B;0.00;0;0
81605;3601;H10N;3.27;70;7
81606;3601;H10C;2.88;85;11
81607;3601;H12C;3.16;90;10
81608;3601;H14B;3.32;130;14
81631;3601;H14C;2.83;70;9
81609;3601;H16B;3.05;100;14
81632;3601;H16C;0.00;0;0
81610;3601;H18B;3.20;105;14
81633;3601;H18C;3.01;90;13
81611;3601;H20B;3.31;125;14
81917;3601;H21A;5.29;210;22
81613;3601;H21B;4.47;185;20
81614;3601;H21C;3.36;100;15
81615;3601;H35B;3.70;135;17
81616;3601;H40B;3.63;110;17
81617;3601;H45B;3.37;135;15
81618;3601;H50B;3.33;105;14
81619;3601;H55B;3.17;110;15
81620;3601;H60B;2.98;85;15
81621;3601;H65B;2.77;70;13
81622;3601;H70B;2.67;35;14
81623;3601;H75B;2.47;35;11
81624;3601;H80B;2.30;25;13
81625;3601;HDR;3.27;70;7
81626;3601;P;2.80;75;8
81627;3601;T;3.64;95;18
85535;3496;D14B;2.70;50;11
85537;3496;D16A;3.30;50;14
85538;3496;D16B;2.70;50;13
85540;3496;D18A;3.30;60;16
85541;3496;D18B;2.80;50;13
85543;3496;D20A;3.40;60;16
85544;3496;D20B;2.80;50;13
85545;3496;D21E;4.70;70;22
85546;3496;D21A;4.20;70;19
85547;3496;D21B;3.80;60;18
85549;3496;D35B;3.60;60;16
85551;3496;D40B;3.40;60;16
85552;3496;D45B;3.30;50;15
85554;3496;D50B;3.10;50;14
85555;3496;D55B;3.10;50;15
85557;3496;D60B;3.10;50;15
85558;3496;D65B;2.50;50;11
85559;3496;D70B;0.00;0;0
85560;3496;D75B;0.00;0;0
85564;3496;H14B;3.30;50;14
85566;3496;H16A;3.60;60;16
85567;3496;H16B;3.30;60;14
85569;3496;H18A;3.90;60;17
85570;3496;H18B;3.60;60;15
85572;3496;H20A;4.10;70;20
85573;3496;H20B;3.60;60;15
85574;3496;H21E;5.60;100;26
85575;3496;H21A;5.20;80;23
85576;3496;H21B;4.70;70;20
85578;3496;H35B;4.00;70;17
85580;3496;H40B;3.80;60;16
85581;3496;H45B;3.70;60;17
85583;3496;H50B;3.70;60;17
85584;3496;H55B;3.40;60;16
85586;3496;H60B;3.40;60;16
85587;3496;H65B;3.20;50;16
85589;3496;H70B;3.00;50;14
85590;3496;H75B;2.40;40;12
85591;3496;H80B;2.20;40;11
85593;3496;P;2.30;40;8
85594;3496;T3;2.50;50;10
85595;3496;T5;4.50;70;17
86137;3857;D10N;0.00;0;7
86118;3857;D10C;0.00;0;8
86119;3857;D12C;0.00;0;9
86120;3857;D14C;0.00;0;13
86121;3857;D16C;0.00;0;14
86122;3857;D18C;0.00;0;15
86123;3857;D21C;0.00;0;19
86142;3857;D21D;0.00;0;0
86124;3857;D35C;0.00;0;18
